State,Year,Type,GEO_ID,Geography_Name,County,Total_Households,Poverty_Households,ALICE_Households,Above_ALICE_Households,ACS_Source,Chapter,Region,Division,ECODE,RCODE,DCODE,FEMA_Region
Illinois,2023,Place,1751700,"Nashville city, Illinois","Washington County, Illinois",1332,81,441,810,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1751726,"Nason city, Illinois","Jefferson County, Illinois",110,29,36,45,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1751791,"Nauvoo city, Illinois","Hancock County, Illinois",326,79,69,178,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1751986,"Neoga city, Illinois","Cumberland County, Illinois",493,61,145,287,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1751999,"Neponset village, Illinois","Bureau County, Illinois",160,28,28,104,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1752103,"Newark village, Illinois","Kendall County, Illinois",419,11,101,307,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1752116,"New Athens village, Illinois","St. Clair County, Illinois",827,91,295,441,5-Year,ARC of Greater St Louis,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25380.0,25R16,D22,V
Illinois,2023,Place,1752142,"New Baden village, Illinois","Clinton County, Illinois",1347,112,352,883,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1752168,"New Berlin village, Illinois","Sangamon County, Illinois",564,62,118,384,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1752220,"New Boston city, Illinois","Mercer County, Illinois",286,46,69,171,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1752311,"New Canton town, Illinois","Pike County, Illinois",105,20,40,45,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1752415,"New Douglas village, Illinois","Madison County, Illinois",146,12,77,57,5-Year,ARC of Greater St Louis,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25380.0,25R16,D22,V
Illinois,2023,Place,1752506,"New Haven village, Illinois","Gallatin County, Illinois",197,64,59,74,5-Year,ARC of Southwest Indiana,Indiana Region,North Central Division,14386.0,14R12,D23,V
Illinois,2023,Place,1752584,"New Lenox village, Illinois","Will County, Illinois",9142,381,1617,7144,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1752623,"Newman city, Illinois","Douglas County, Illinois",363,35,86,242,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1752701,"New Milford village, Illinois","Winnebago County, Illinois",412,56,73,283,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1752844,"Newton city, Illinois","Jasper County, Illinois",1312,162,422,728,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1752961,"Niantic village, Illinois","Macon County, Illinois",227,21,29,177,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1753000,"Niles village, Illinois","Cook County, Illinois",11269,1184,3090,6995,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1753143,"Noble village, Illinois","Richland County, Illinois",273,46,105,122,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1753169,"Nokomis city, Illinois","Montgomery County, Illinois",835,109,253,473,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1753234,"Normal town, Illinois","McLean County, Illinois",19775,4550,4202,11023,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1753377,"Norridge village, Illinois","Cook County, Illinois",5710,400,1405,3905,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1753403,"Norris City village, Illinois","White County, Illinois",606,163,213,230,5-Year,ARC of Southwest Indiana,Indiana Region,North Central Division,14386.0,14R12,D23,V
Illinois,2023,Place,1753442,"North Aurora village, Illinois","Kane County, Illinois",7039,420,1814,4805,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1753455,"North Barrington village, Illinois","Lake County, Illinois",1099,76,87,936,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1753481,"Northbrook village, Illinois","Cook County, Illinois",13296,654,1833,10809,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1753559,"North Chicago city, Illinois","Lake County, Illinois",7300,1579,3068,2653,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1753585,"North City village, Illinois","Franklin County, Illinois",321,30,120,171,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1753663,"Northfield village, Illinois","Cook County, Illinois",2348,166,264,1918,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1753871,"Northlake city, Illinois","Cook County, Illinois",4406,598,960,2848,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1754092,"North Pekin village, Illinois","Tazewell County, Illinois",657,38,140,479,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1754144,"North Riverside village, Illinois","Cook County, Illinois",2941,191,972,1778,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1754222,"North Utica village, Illinois","LaSalle County, Illinois",462,21,97,344,5-Year,,,,,,,
Illinois,2023,Place,1754404,"Norwood village, Illinois","Peoria County, Illinois",201,19,33,149,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1754534,"Oak Brook village, Illinois","DuPage County, Illinois",2863,242,438,2183,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1754560,"Oakbrook Terrace city, Illinois","DuPage County, Illinois",1320,222,521,577,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1754586,"Oakdale village, Illinois","Washington County, Illinois",100,7,17,76,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1754625,"Oakford village, Illinois","Menard County, Illinois",103,8,27,68,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1754638,"Oak Forest city, Illinois","Cook County, Illinois",10357,777,2139,7441,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1754703,"Oak Grove village, Illinois","Rock Island County, Illinois",188,35,77,76,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1754781,"Oakland city, Illinois","Coles County, Illinois",452,75,134,243,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1754820,"Oak Lawn village, Illinois","Cook County, Illinois",21745,2284,5082,14379,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1754885,"Oak Park village, Illinois","Cook County, Illinois",23267,1939,3960,17368,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1754924,"Oak Run CDP, Illinois","Knox County, Illinois",325,7,55,263,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1755002,"Oakwood village, Illinois","Vermilion County, Illinois",569,159,168,242,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1755041,"Oakwood Hills village, Illinois","McHenry County, Illinois",950,47,193,710,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1755106,"Oblong village, Illinois","Crawford County, Illinois",713,164,209,340,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1755171,"Odell village, Illinois","Livingston County, Illinois",345,37,84,224,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1755210,"Odin village, Illinois","Marion County, Illinois",371,37,177,157,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1755249,"O'Fallon city, Illinois","St. Clair County, Illinois",12461,591,2500,9370,5-Year,ARC of Greater St Louis,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25380.0,25R16,D22,V
Illinois,2023,Place,1755275,"Ogden village, Illinois","Champaign County, Illinois",293,15,50,228,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1755353,"Oglesby city, Illinois","LaSalle County, Illinois",1664,184,394,1086,5-Year,,,,,,,
Illinois,2023,Place,1755379,"Ohio village, Illinois","Bureau County, Illinois",230,58,40,132,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1755470,"Okawville village, Illinois","Washington County, Illinois",530,17,149,364,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1755847,"Olive Branch CDP, Illinois","Alexander County, Illinois",183,87,44,52,5-Year,ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25060.0,25R16,D22,VII
Illinois,2023,Place,1755912,"Olney city, Illinois","Richland County, Illinois",3537,568,1001,1968,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1755938,"Olympia Fields village, Illinois","Cook County, Illinois",1814,312,215,1287,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1756081,"Onarga village, Illinois","Iroquois County, Illinois",508,63,107,338,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1756159,"Oneida city, Illinois","Knox County, Illinois",281,17,78,186,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1756237,"Oquawka village, Illinois","Henderson County, Illinois",497,56,196,245,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1756341,"Orangeville village, Illinois","Stephenson County, Illinois",384,51,97,236,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1756471,"Oreana village, Illinois","Macon County, Illinois",477,10,77,390,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1756484,"Oregon city, Illinois","Ogle County, Illinois",1751,268,448,1035,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1756536,"Orient city, Illinois","Franklin County, Illinois",182,53,63,66,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1756601,"Orion village, Illinois","Henry County, Illinois",688,44,97,547,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1756627,"Orland Hills village, Illinois","Cook County, Illinois",2353,148,297,1908,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1756640,"Orland Park village, Illinois","Cook County, Illinois",23353,1479,5418,16456,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1756887,"Oswego village, Illinois","Kendall County, Illinois",12097,383,2950,8764,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1756926,"Ottawa city, Illinois","LaSalle County, Illinois",7557,1092,1878,4587,5-Year,,,,,,,
Illinois,2023,Place,1757043,"Owaneco village, Illinois","Christian County, Illinois",205,34,40,131,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1757225,"Palatine village, Illinois","Cook County, Illinois",26819,2140,5359,19320,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1757277,"Palestine village, Illinois","Crawford County, Illinois",596,84,167,345,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1757329,"Palmyra village, Illinois","Macoupin County, Illinois",245,24,111,110,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1757381,"Palos Heights city, Illinois","Cook County, Illinois",4495,374,674,3447,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1757394,"Palos Hills city, Illinois","Cook County, Illinois",7327,571,1895,4861,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1757407,"Palos Park village, Illinois","Cook County, Illinois",2052,205,333,1514,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1757472,"Pana city, Illinois","Christian County, Illinois",2183,382,797,1004,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1757498,"Panama village, Illinois","Montgomery County, Illinois",149,20,35,94,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1757628,"Paris city, Illinois","Edgar County, Illinois",3965,429,1178,2358,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1757654,"Park City city, Illinois","Lake County, Illinois",2765,298,1403,1064,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1757693,"Parkersburg village, Illinois","Richland County, Illinois",108,9,56,43,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1757732,"Park Forest village, Illinois","Cook County, Illinois",8213,1288,2425,4500,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1757875,"Park Ridge city, Illinois","Cook County, Illinois",15179,756,2223,12200,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1758057,"Patoka village, Illinois","Marion County, Illinois",223,30,54,139,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1758174,"Pawnee village, Illinois","Sangamon County, Illinois",1161,159,229,773,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1758226,"Paw Paw village, Illinois","Lee County, Illinois",368,35,106,227,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1758239,"Paxton city, Illinois","Ford County, Illinois",1809,239,513,1057,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1758265,"Payson village, Illinois","Adams County, Illinois",372,38,100,234,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1758369,"Pearl City village, Illinois","Stephenson County, Illinois",290,28,71,191,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1758408,"Pecatonica village, Illinois","Winnebago County, Illinois",924,71,263,590,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1758447,"Pekin city, Illinois","Tazewell County, Illinois",13527,1572,4506,7449,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1759026,"Peoria Heights village, Illinois","Peoria County, Illinois",2832,373,753,1706,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1759052,"Peotone village, Illinois","Will County, Illinois",1607,34,618,955,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1759104,"Percy village, Illinois","Randolph County, Illinois",431,55,214,162,5-Year,ARC of Greater St Louis,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25380.0,25R16,D22,V
Illinois,2023,Place,1759156,"Perry village, Illinois","Pike County, Illinois",143,37,34,72,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1759234,"Peru city, Illinois","LaSalle County, Illinois",4379,462,1244,2673,5-Year,,,,,,,
Illinois,2023,Place,1759273,"Pesotum village, Illinois","Champaign County, Illinois",230,20,47,163,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1759312,"Petersburg city, Illinois","Menard County, Illinois",1247,263,327,657,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1759533,"Philo village, Illinois","Champaign County, Illinois",484,17,93,374,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1759572,"Phoenix village, Illinois","Cook County, Illinois",629,157,287,185,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1759709,"Pierron village, Illinois","Bond County, Illinois",171,30,53,88,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1759884,"Pinckneyville city, Illinois","Perry County, Illinois",1528,227,502,799,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1759988,"Pingree Grove village, Illinois","Kane County, Illinois",3479,55,604,2820,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1760079,"Piper City village, Illinois","Ford County, Illinois",332,46,155,131,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1760144,"Pistakee Highlands CDP, Illinois","McHenry County, Illinois",1242,102,337,803,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1760209,"Pittsburg village, Illinois","Williamson County, Illinois",228,34,61,133,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1760222,"Pittsfield city, Illinois","Pike County, Illinois",1888,283,651,954,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1760287,"Plainfield village, Illinois","Will County, Illinois",14205,400,2217,11588,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1760352,"Plano city, Illinois","Kendall County, Illinois",3871,234,1487,2150,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1760534,"Pleasant Hill village, Illinois","Pike County, Illinois",295,62,85,148,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1760599,"Pleasant Plains village, Illinois","Sangamon County, Illinois",331,13,71,247,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1760826,"Plum Valley CDP, Illinois","Will County, Illinois",194,8,12,174,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1760833,"Plymouth village, Illinois","Hancock County, Illinois",224,57,74,93,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1760872,"Pocahontas village, Illinois","Bond County, Illinois",302,39,138,125,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1760937,"Polo city, Illinois","Ogle County, Illinois",996,175,331,490,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1761015,"Pontiac city, Illinois","Livingston County, Illinois",4680,526,1571,2583,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1761067,"Pontoon Beach village, Illinois","Madison County, Illinois",2371,301,741,1329,5-Year,ARC of Greater St Louis,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25380.0,25R16,D22,V
Illinois,2023,Place,1761145,"Poplar Grove village, Illinois","Boone County, Illinois",1470,39,384,1047,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1761216,"Port Barrington village, Illinois","McHenry County, Illinois",542,13,66,463,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1761223,"Port Byron village, Illinois","Rock Island County, Illinois",775,84,101,590,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1761314,"Posen village, Illinois","Cook County, Illinois",1636,114,472,1050,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1761366,"Potomac village, Illinois","Vermilion County, Illinois",255,13,105,137,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1761548,"Prairie City village, Illinois","McDonough County, Illinois",151,36,49,66,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1761639,"Prairie du Rocher village, Illinois","Randolph County, Illinois",173,24,50,99,5-Year,ARC of Greater St Louis,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25380.0,25R16,D22,V
Illinois,2023,Place,1761678,"Prairie Grove village, Illinois","McHenry County, Illinois",749,44,97,608,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1761821,"Prestbury CDP, Illinois","Kane County, Illinois",724,27,64,633,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1761860,"Preston Heights CDP, Illinois","Will County, Illinois",960,201,450,309,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1761899,"Princeton city, Illinois","Bureau County, Illinois",3443,501,946,1996,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1761925,"Princeville village, Illinois","Peoria County, Illinois",700,65,129,506,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1761977,"Prophetstown city, Illinois","Whiteside County, Illinois",673,80,151,442,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1762016,"Prospect Heights city, Illinois","Cook County, Illinois",6249,385,1557,4307,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1762211,"Pulaski village, Illinois","Pulaski County, Illinois",128,18,88,22,5-Year,ARC of Western Kentucky,Kentucky Region,Central Atlantic Division,17381.0,17R08,D24,V
Illinois,2023,Place,1762367,"Quincy city, Illinois","Adams County, Illinois",17451,2567,5173,9711,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1762588,"Raleigh village, Illinois","Saline County, Illinois",116,24,28,64,5-Year,ARC of Southwest Indiana,Indiana Region,North Central Division,14386.0,14R12,D23,V
Illinois,2023,Place,1762627,"Ramsey village, Illinois","Fayette County, Illinois",347,61,148,138,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1762744,"Rankin village, Illinois","Vermilion County, Illinois",203,72,38,93,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1762757,"Ransom village, Illinois","LaSalle County, Illinois",126,19,18,89,5-Year,,,,,,,
Illinois,2023,Place,1762783,"Rantoul village, Illinois","Champaign County, Illinois",5086,847,1898,2341,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1762822,"Rapids City village, Illinois","Rock Island County, Illinois",409,18,73,318,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1762965,"Raymond village, Illinois","Montgomery County, Illinois",421,80,109,232,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1763043,"Red Bud city, Illinois","Randolph County, Illinois",1581,79,512,990,5-Year,ARC of Greater St Louis,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,25380.0,25R16,D22,V
Illinois,2023,Place,1763382,"Rest Haven CDP, Illinois","Will County, Illinois",220,23,104,93,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
Illinois,2023,Place,1763420,"Reynolds village, Illinois","Rock Island County, Illinois",220,11,18,191,5-Year,ARC of the Quad Cities and West Central Illinois,Illinois Region,North Central Division,13364.0,13R04,D23,V
Illinois,2023,Place,1763641,"Richmond village, Illinois","McHenry County, Illinois",1215,67,566,582,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1763706,"Richton Park village, Illinois","Cook County, Illinois",5166,747,1277,3142,5-Year,ARC of Greater Chicago,Illinois Region,North Central Division,13302.0,13R04,D23,V
Illinois,2023,Place,1763719,"Richview village, Illinois","Washington County, Illinois",103,12,30,61,5-Year,ARC of South and West Central Illinois,Illinois Region,North Central Division,13392.0,13R04,D23,V
Illinois,2023,Place,1763862,"Ridge Farm village, Illinois","Vermilion County, Illinois",364,50,134,180,5-Year,ARC of Central Illinois,Illinois Region,North Central Division,13054.0,13R04,D23,V
Illinois,2023,Place,1764005,"Ridgewood CDP, Illinois","Will County, Illinois",889,173,129,587,5-Year,ARC of the Illinois River Valley,Illinois Region,North Central Division,13490.0,13R04,D23,V
